networking,INFO504,Technical Support,5,15,NONE,Support and Help desk.,2
networking,COMP601,Object Oriented Programming,6,15,COMP502,OBJ Best Practices.,3
networking,INFO601,Data-modelling and SQL,6,15,INFO503,Data modelling theory and implementation.,3
networking,MATH601,Mathematics for IT,6,15,NONE,Math for IT.,3
networking,COMP602,Web Development,6,15,COMP502-INFO502,Website Development.,3
networking,INFO602,Business Interpersonal Communications and Technical Writing,6,15,NONE,Business Comms and Practices.,4
networking,INFO603​,Systems Administration,6,15,NONE,reliable operation of computer systems; especially multi-user computers; such as servers.,4
networking,COMP604​,Routing and Switching Essentials,6,15,INFO503​,architecture; components; and operations of routers and switches in a small network.,4
networking,COMP615,Data Centre Infrastructure,6,15,NONE,extend the traditional data center management function to include all of the physical assets and resources found in the Facilities and IT domains.,4
networking,COMP701​,Advanced Networking,7,15,INFO603​,specialized research and education community network solution,5
networking,COMP702​,Scaling Networks,7,15,COMP604​,the architecture; components; and operations of routers and switches in a large and complex network. ,5
networking,COMP704 ​,Network Security,7,15,COMP604​,policies and practices adopted to prevent and monitor unauthorized access; misuse; modification; or denial of a computer network and network-accessible resources. ,5
networking,COMP705​,Connecting Networks,7,15,COMP702​,network connections,5
networking,INFO702​,Cyber Security,7,15,COMP504​-INFO603,protection of computer systems from theft or damage to their hardware; software or electronic data; as well as from disruption or misdirection of the services they provide.,6
networking,COMP714,Network Engineering Project,7,30,COMP701-COMP704-COMP702,network engineering ,6
networking,INFO710,Industry Placement/Internship,7,30,COMP701-COMP704-COMP703,industrial internship facility,6
databases,COMP501,Information Technology Operations,5,15,NONE,To enable students to apply fundamental IT technical support concepts and practice; and configure and administer systems and applications to meet organisational requirements.,1
databases,COMP502,Fundamentals of Programming and Problem Solving,5,15,NONE,Programming fundamentals.,1
databases,INFO501,Professional Practice,5,15,NONE,Business; Ethics and Morals.,1
databases,INFO502,Business Systems Analysis and Design,5,15,NONE,Analysing businesses and designing solution.,1
databases,COMP503,Introduction to Networks Cisco 1),5,15,NONE,Introduction to networking.,2
databases,COMP504,Operating Systems and systems Support,5,15,NONE,Support for OS.,2
databases,INFO503,Database Principles,5,15,NONE,Principles for Databases.,2
databases,INFO504,Technical Support,5,15,NONE,Support and Help desk.,2
databases,COMP601,Object Oriented Programming,6,15,COMP502,OBJ Best Practices.,3
databases,INFO601,Data-modelling and SQL,6,15,INFO503,Data modelling theory and implementation.,3
databases,MATH601,Mathematics for IT,6,15,NONE,Math for IT.,3
databases,COMP602,Web Development,6,15,COMP502-INFO502,Website Development.,3
databases,INFO602,Business Interpersonal Communications and Technical Writing,6,15,NONE,Business Comms and Practices.,4
databases,COMP605,Data Structure and Algorithms,6,15,COMP601-MATH601,Data Relations and sorting algos.,4
databases,COMP606,Web Programming,6,15,COMP602,Website building,4
databases,INFO604,Database Systems,6,15,INFO503,Database Management System,4
databases,INFO706,Database Front-End Applications,7,15,INFO601-INFO604,User Interface or Application that enables access to data,5
databases,INFO707,Cloud Server Databases,7,15,INFO601-INFO604,Cloud SQL,5
databases,INFO703,Big Data and Analytics,7,15,COMP605-MATH601,Handling large data and Analysing,5
databases,COMP709,Mobile Applications Development,7,15,COMP601-MATH601,Building Applications for Devices,5
databases,INFO704,Data-Warehousing and Business Intelligence,7,15,INFO601,Data-warehousing and BI.,6
databases,INFO712,Database Architecture Project,7,30,INFO707-INFO704-INFO706,Project,6
databases,INFO710,Industry Placement/Internship,7,30,INFO707-INFO704-INFO706,Internship,6

